gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,champ1,champ2,champ3,champ4,champ5
TRLH1/1000110108,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000110108?gameHash=e75b4c9d7da548eb,NA LCS,2014,Spring,0,2014-03-09 00:00:05,1,,100,Blue,team,,,XDG Gaming,oe:team:06ff5564847128343223be7514c8193,,47.0,86.0,65.0,,,3227,1,21,12,47,21,12,1,0,0,0,1,,,,0.3905,0.6136,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,1.0,1.0,9.0,4.0,1.0,1.0,,,3,0,95625,1777.9672,,3113.2135,0.0,137,2.5473,70,1.3015,27,0,0.0,89943,57767,1074.0688,,82105,0.0883887,,1226,238,176,62,27.2203,13822,18351,280,12598,17315,278,1224,1036,2,2,2,0,0,0,2,20840,29375,478,19757,27947,439,1083,1428,39,2,2,0,0,0,2,132,143,71,118,67
TRLH1/1000110108,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000110108?gameHash=e75b4c9d7da548eb,NA LCS,2014,Spring,0,2014-03-09 00:00:05,1,,200,Red,team,,,Team Coast,oe:team:d7771bc633792f9efe65e49ce8cd7dd,,103.0,93.0,27.0,,,3227,0,12,21,33,12,21,2,1,0,0,0,,,,0.2231,0.6136,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,1.0,0.0,4.0,9.0,0.0,0.0,,,0,3,126690,2355.5624,,2339.4422,0.0,152,2.8262,40,0.7437,17,0,0.0,78362,46186,858.7419,,75155,-0.0883887,,1213,249,239,10,27.1831,12598,17315,278,13822,18351,280,-1224,-1036,-2,0,0,2,2,2,0,19757,27947,439,20840,29375,478,-1083,-1428,-39,0,0,2,2,2,0,66,28,160,70,130
TRLH1/1000110115,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000110115?gameHash=07a0d66b1d55173b,NA LCS,2014,Spring,0,2014-03-09 01:17:56,1,,200,Red,team,,,Cloud9,oe:team:fc8e90107dabb9a35c490b0d86adea0,,121.0,71.0,27.0,,,2548,1,19,20,53,19,20,3,1,0,0,0,,,,0.4474,0.9184,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,9.0,7.0,1.0,1.0,,,2,1,98063,2309.1758,,3275.2983,0.0,90,2.1193,30,0.7064,8,0,0.0,73897,48171,1134.325,,68135,-0.00607236,,918,160,142,18,25.3846,13232,15807,246,13432,17288,249,-200,-1481,-3,2,3,2,2,2,2,20908,26931,412,21815,27978,419,-907,-1047,-7,3,4,3,3,4,3,103,93,56,118,80
TRLH1/1000110115,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000110115?gameHash=07a0d66b1d55173b,NA LCS,2014,Spring,0,2014-03-09 01:17:56,1,,100,Blue,team,,,Dignitas,oe:team:0dbb780176ecad18f17292d1f5653af,,65.0,17.0,66.0,,,2548,0,20,19,46,20,19,1,0,0,0,1,,,,0.471,0.9184,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,7.0,9.0,0.0,0.0,,,1,2,107789,2538.2025,,3096.876,0.0,98,2.3077,22,0.5181,9,0,0.0,71714,45988,1082.9199,,68550,0.00607236,,935,168,145,23,25.9733,13432,17288,249,13232,15807,246,200,1481,3,2,2,2,2,3,2,21815,27978,419,20908,26931,412,907,1047,7,3,4,3,3,4,3,115,61,37,70,7
FRA1TMNT1/120428,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/120428?gameHash=8648643f9262f51d,NA CS,2014,Spring,0,2014-03-09 02:23:09,1,,200,Red,team,,,Team 8,oe:team:5aa4e9a1fbe6708fd21f323148779d4,,71.0,27.0,56.0,,,2448,1,24,12,46,24,12,6,1,0,0,1,,,,0.5882,0.8824,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,10.0,1.0,1.0,1.0,,,2,0,98145,2405.5147,,2630.4412,0.0,89,2.1814,23,0.5637,9,0,0.0,80191,55415,1358.2108,,61795,0.0658588,,1013,205,157,48,29.8529,14336,18293,221,13293,17366,256,1043,927,-35,4,7,2,2,3,4,24476,31817,418,19713,28138,420,4763,3679,-2,8,11,2,2,3,8,146,143,105,70,7
FRA1TMNT1/120428,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/120428?gameHash=8648643f9262f51d,NA CS,2014,Spring,0,2014-03-09 02:23:09,1,,100,Blue,team,,,LMQ,oe:team:044fc7121d8197a6da31b7e743ca6f8,,86.0,66.0,93.0,,,2448,0,12,24,30,12,24,0,0,0,0,0,,,,0.2941,0.8824,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,,,0,2,73928,1811.9608,,3111.3235,0.0,92,2.2549,21,0.5147,6,0,0.0,59989,35213,863.0637,,57855,-0.0658588,,990,208,198,10,29.3627,13293,17366,256,14336,18293,221,-1043,-927,35,2,3,4,4,7,2,19713,28138,420,24476,31817,418,-4763,-3679,2,2,3,8,8,11,2,103,46,91,17,130
FRA1TMNT1/120430,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/120430?gameHash=6fe5b5c10a330b45,NA CS,2014,Spring,0,2014-03-09 03:18:01,2,,200,Red,team,,,LMQ,oe:team:044fc7121d8197a6da31b7e743ca6f8,,71.0,86.0,105.0,,,1588,1,13,1,29,13,1,2,1,0,0,1,,,,0.4912,0.529,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,,,1,0,37638,1422.0907,,1503.8161,0.0,56,2.1159,13,0.4912,5,0,0.0,48250,31644,1195.6171,,41025,0.178762,,678,100,74,26,29.3955,14227,18413,276,12183,18188,241,2044,225,35,2,2,1,1,1,2,23317,30353,441,17967,27618,381,5350,2735,60,5,4,1,1,1,5,46,27,91,17,7
FRA1TMNT1/120430,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/120430?gameHash=6fe5b5c10a330b45,NA CS,2014,Spring,0,2014-03-09 03:18:01,2,,100,Blue,team,,,Team 8,oe:team:5aa4e9a1fbe6708fd21f323148779d4,,66.0,103.0,65.0,,,1588,0,1,13,1,1,13,0,0,0,0,0,,,,0.0378,0.529,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,,,0,1,19791,747.7708,,2174.2443,0.0,61,2.3048,11,0.4156,6,0,0.0,33739,17133,647.3426,,34293,-0.178762,,598,110,105,5,26.7506,12183,18188,241,14227,18413,276,-2044,-225,-35,1,1,2,2,2,1,17967,27618,381,23317,30353,441,-5350,-2735,-60,1,1,5,5,4,1,146,93,56,70,67
FRA1TMNT1/120436,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/120436?gameHash=a45f47b36117c3e1,NA CS,2014,Spring,0,2014-03-09 04:00:02,3,,100,Blue,team,,,LMQ,oe:team:044fc7121d8197a6da31b7e743ca6f8,,105.0,86.0,66.0,,,1868,1,22,9,45,22,9,3,0,0,0,1,,,,0.7066,0.9957,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,3.0,1.0,1.0,,,1,0,64983,2087.2484,,2859.9251,0.0,61,1.9593,25,0.803,9,0,0.0,62935,43669,1402.6445,,54292,0.213538,,826,124,92,32,30.5139,13785,18807,282,11933,17950,236,1852,857,46,2,4,1,1,0,2,22527,30412,458,19591,30253,407,2936,159,51,5,7,4,4,5,5,103,93,65,17,7
FRA1TMNT1/120436,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/120436?gameHash=a45f47b36117c3e1,NA CS,2014,Spring,0,2014-03-09 04:00:02,3,,200,Red,team,,,Team 8,oe:team:5aa4e9a1fbe6708fd21f323148779d4,,71.0,27.0,56.0,,,1868,0,9,22,15,9,22,2,0,0,0,0,,,,0.2891,0.9957,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,,,0,1,56259,1807.0343,,2698.2655,0.0,70,2.2484,14,0.4497,5,0,0.0,45426,26160,840.257,,43817,-0.213538,,738,156,144,12,28.7152,11933,17950,236,13785,18807,282,-1852,-857,-46,1,0,2,2,4,1,19591,30253,407,22527,30412,458,-2936,-159,-51,4,5,5,5,7,4,146,143,37,70,67
TRLH1/1000100107,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100107?gameHash=1d5d09607f8fb2e6,NA LCS,2014,Spring,0,2014-03-09 19:06:49,1,,200,Red,team,,,TSM,oe:team:a22510a4756fa424cb0771b13261139,,56.0,27.0,71.0,,,1678,1,18,4,27,18,4,0,0,0,0,1,,,,0.6436,0.7867,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,,,1,0,62305,2227.8308,,2235.9476,0.0,60,2.1454,13,0.4648,7,0,0.0,53360,35899,1283.6353,,51625,0.41577,,695,137,91,46,29.7497,14553,18090,235,13498,17260,281,1055,830,-46,4,6,2,2,1,4,23225,29847,408,20013,27439,462,3212,2408,-54,6,8,2,2,1,6,115,93,37,29,7
TRLH1/1000100107,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100107?gameHash=1d5d09607f8fb2e6,NA LCS,2014,Spring,0,2014-03-09 19:06:49,1,,100,Blue,team,,,XDG Gaming,oe:team:06ff5564847128343223be7514c8193,,,103.0,118.0,,,1678,0,4,18,7,4,18,0,0,0,0,0,,,,0.143,0.7867,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,,0,1,34046,1217.3778,,2844.4577,0.0,59,2.1097,5,0.1788,3,0,0.0,36504,19043,680.9178,,33855,-0.41577,,707,105,98,7,29.0346,13498,17260,281,14553,18090,235,-1055,-830,46,2,1,4,4,6,2,20013,27439,462,23225,29847,408,-3212,-2408,54,2,1,6,6,8,2,132,28,65,17,67
TRLH1/1000100113,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100113?gameHash=27f64188f7a45de7,NA LCS,2014,Spring,0,2014-03-09 19:57:02,1,,100,Blue,team,,,Counter Logic Gaming,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,,47.0,7.0,27.0,,,1789,1,20,4,44,20,4,3,0,0,0,1,,,,0.6708,0.8049,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,2.0,0.0,1.0,,,3,0,60255,2020.8496,,2366.1599,0.0,60,2.0123,27,0.9055,10,0,0.0,57298,38783,1300.7155,,49575,0.24367,,680,127,105,22,27.0654,13721,19482,278,13200,17994,291,521,1488,-13,1,0,0,0,0,1,20946,29482,434,19926,29362,473,1020,120,-39,2,0,0,0,0,2,115,28,71,118,67
TRLH1/1000100113,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100113?gameHash=27f64188f7a45de7,NA LCS,2014,Spring,0,2014-03-09 19:57:02,1,,200,Red,team,,,Team Coast,oe:team:d7771bc633792f9efe65e49ce8cd7dd,,107.0,61.0,65.0,,,1789,0,4,20,10,4,20,0,0,0,0,0,,,,0.1342,0.8049,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,,,0,3,40948,1373.3259,,2695.9419,0.0,70,2.3477,18,0.6037,11,0,0.0,40217,21702,727.848,,38807,-0.24367,,714,106,101,5,27.5014,13200,17994,291,13721,19482,278,-521,-1488,13,0,0,1,1,0,0,19926,29362,473,20946,29482,434,-1020,-120,39,0,0,2,2,0,0,103,143,1,70,80
TRLH1/1000100123,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100123?gameHash=b715803cd52f6ef8,NA LCS,2014,Spring,0,2014-03-09 20:59:16,1,,200,Red,team,,,Team Curse,oe:team:930d1e1711261b3c319e7c76484a0a3,,,48.0,28.0,,,1892,1,16,3,40,16,3,4,0,0,0,1,,,,0.5074,0.6025,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,11.0,3.0,1.0,0.0,,,5,0,50685,1607.3467,,2571.723,0.0,77,2.4419,13,0.4123,11,0,0.0,62419,42925,1361.2579,,51920,0.255553,,695,133,106,27,26.2579,14107,18495,290,12626,17223,267,1481,1272,23,1,2,0,0,0,1,21288,30032,464,19381,28789,444,1907,1243,20,1,2,0,0,0,1,132,27,86,25,130
TRLH1/1000100123,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100123?gameHash=b715803cd52f6ef8,NA LCS,2014,Spring,0,2014-03-09 20:59:16,1,,100,Blue,team,,,Dignitas,oe:team:0dbb780176ecad18f17292d1f5653af,,65.0,17.0,93.0,,,1892,0,3,16,5,3,16,0,0,0,0,0,,,,0.0951,0.6025,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,3.0,11.0,0.0,1.0,,,0,5,47220,1497.463,,2509.4715,0.0,64,2.0296,18,0.5708,5,0,0.0,44119,24625,780.9197,,40155,-0.255553,,789,142,129,13,29.5243,12626,17223,267,14107,18495,290,-1481,-1272,-23,0,0,1,1,2,0,19381,28789,444,21288,30032,464,-1907,-1243,-20,0,0,1,1,2,0,115,61,71,70,7
TRLH1/1000100132,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100132?gameHash=d810826f9a8138b7,NA LCS,2014,Spring,0,2014-03-09 22:04:45,1,,100,Blue,team,,,Cloud9,oe:team:fc8e90107dabb9a35c490b0d86adea0,,107.0,118.0,71.0,,,1650,1,25,12,39,25,12,6,0,0,0,0,,,,0.9091,1.3455,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,9.0,4.0,1.0,1.0,,,1,0,62230,2262.9091,,2826.6182,0.0,61,2.2182,14,0.5091,11,0,0.0,57084,39889,1450.5091,,48400,0.125254,,635,90,79,11,26.3636,14727,16814,240,14810,17593,270,-83,-779,-30,4,7,5,5,8,4,26235,29902,395,22784,28913,437,3451,989,-42,11,15,8,8,13,11,132,27,37,70,80
TRLH1/1000100132,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100132?gameHash=d810826f9a8138b7,NA LCS,2014,Spring,0,2014-03-09 22:04:45,1,,200,Red,team,,,Counter Logic Gaming,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,,56.0,61.0,103.0,,,1650,0,12,25,23,12,25,1,0,0,0,1,,,,0.4364,1.3455,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,,,0,1,48995,1781.6364,,2986.5455,0.0,61,2.2182,8,0.2909,12,0,0.0,43207,26012,945.8909,,42695,-0.125254,,678,125,117,8,29.2,14810,17593,270,14727,16814,240,83,779,30,5,8,4,4,7,5,22784,28913,437,26235,29902,395,-3451,-989,42,8,13,11,11,15,8,115,28,160,17,67
TRLH1/1000100138,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100138?gameHash=6e5485028983ea39,NA LCS,2014,Spring,0,2014-03-09 23:02:49,1,,100,Blue,team,,,Team Curse,oe:team:930d1e1711261b3c319e7c76484a0a3,,28.0,86.0,93.0,,,2293,1,28,13,67,28,13,3,0,0,0,1,,,,0.7327,1.0728,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,10.0,4.0,0.0,0.0,,,2,0,72881,1907.0475,,2687.44,0.0,91,2.3812,15,0.3925,12,0,0.0,74528,51225,1340.3838,,66243,0.26811,,833,149,119,30,25.6956,13179,17594,260,13478,18170,285,-299,-576,-25,1,1,2,2,3,1,21640,28786,401,23427,28711,432,-1787,75,-31,5,5,5,5,5,5,132,143,56,17,130
TRLH1/1000100138,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1000100138?gameHash=6e5485028983ea39,NA LCS,2014,Spring,0,2014-03-09 23:02:49,1,,200,Red,team,,,Evil Geniuses,oe:team:f7f7324c151aa6ed770b244ce08e027,,65.0,71.0,27.0,,,2293,0,13,28,26,13,28,0,0,0,0,0,,,,0.3402,1.0728,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,4.0,10.0,1.0,1.0,,,0,2,71108,1860.6542,,2387.2569,0.0,93,2.4335,20,0.5233,11,0,0.0,54687,31384,821.2124,,50582,-0.26811,,853,122,112,10,25.5124,13478,18170,285,13179,17594,260,299,576,25,2,3,1,1,1,2,23427,28711,432,21640,28786,401,1787,-75,31,5,5,5,5,5,5,37,90,105,118,80
FRA1TMNT1/130426,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130426?gameHash=8cc559a688cf0eb5,NA CS,2014,Spring,0,2014-03-10 00:01:02,1,,100,Blue,team,,,Team LoLPro,oe:team:81b87e5a9643fc160041020ace83cae,,86.0,105.0,65.0,,,2848,1,12,8,36,12,8,1,0,0,0,0,,,,0.2528,0.4213,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,9.0,6.0,0.0,1.0,,,2,2,89663,1888.9677,,2958.7079,0.0,105,2.2121,36,0.7584,11,0,0.0,71847,43271,911.6081,,66270,0.0148216,,969,150,134,16,23.5744,12937,17406,262,13208,17238,250,-271,168,12,1,1,1,1,0,1,20039,27931,427,21391,27921,402,-1352,10,25,1,1,3,3,4,1,115,93,71,17,82
FRA1TMNT1/130426,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130426?gameHash=8cc559a688cf0eb5,NA CS,2014,Spring,0,2014-03-10 00:01:02,1,,200,Red,team,,,vVv Gaming,oe:team:5107627a345e1239ad184df8cfa0695,,103.0,56.0,27.0,,,2848,0,8,12,16,8,12,1,0,0,0,1,,,,0.1685,0.4213,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,6.0,9.0,1.0,0.0,,,2,2,105485,2222.2963,,2547.2823,0.0,145,3.0548,21,0.4424,13,0,0.0,67661,39085,823.4199,,65295,-0.0148216,,906,187,156,31,23.0267,13208,17238,250,12937,17406,262,271,-168,-12,1,0,1,1,1,1,21391,27921,402,20039,27931,427,1352,-10,-25,3,4,1,1,1,3,37,66,160,70,130
FRA1TMNT1/130427,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130427?gameHash=ef252f6c44a8f1d8,NA CS,2014,Spring,0,2014-03-10 00:59:17,2,,100,Blue,team,,,vVv Gaming,oe:team:5107627a345e1239ad184df8cfa0695,,103.0,160.0,56.0,,,2984,1,30,22,57,30,22,3,1,1,1,1,,,,0.6032,1.0456,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,9.0,5.0,0.0,1.0,,,2,0,163807,3293.7064,,3564.4102,0.0,118,2.3727,19,0.382,7,0,0.0,87622,57754,1161.2735,,78870,0.0808654,,1011,210,169,41,24.5509,13596,18147,229,13060,18075,274,536,72,-45,2,5,1,1,3,2,20997,29531,387,19986,28188,417,1011,1343,-30,4,8,3,3,7,4,115,93,65,70,67
FRA1TMNT1/130427,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130427?gameHash=ef252f6c44a8f1d8,NA CS,2014,Spring,0,2014-03-10 00:59:17,2,,200,Red,team,,,Team LoLPro,oe:team:81b87e5a9643fc160041020ace83cae,,86.0,71.0,27.0,,,2984,0,22,30,59,22,30,2,1,0,0,0,,,,0.4424,1.0456,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,5.0,9.0,1.0,0.0,,,0,2,130640,2626.8097,,3979.4839,0.0,98,1.9705,18,0.3619,8,0,0.0,76800,46932,943.6729,,72740,-0.0808654,,961,180,166,14,22.9424,13060,18075,274,13596,18147,229,-536,-72,45,1,3,2,2,5,1,19986,28188,417,20997,29531,387,-1011,-1343,30,3,7,4,4,8,3,132,143,37,17,82
FRA1TMNT1/130428,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130428?gameHash=fc02d82756b376e1,NA CS,2014,Spring,0,2014-03-10 02:04:34,3,,200,Red,team,,,vVv Gaming,oe:team:5107627a345e1239ad184df8cfa0695,,103.0,56.0,93.0,,,2158,1,17,7,32,17,7,2,0,0,0,1,,,,0.4727,0.6673,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,,,1,0,83680,2326.5987,,2330.1854,0.0,106,2.9472,21,0.5839,9,0,0.0,60832,38811,1079.0825,,51850,0.112769,,834,132,110,22,26.8582,13991,17806,239,12544,17070,270,1447,736,-31,4,7,0,0,0,4,21171,28396,386,18917,26495,420,2254,1901,-34,5,8,1,1,3,5,115,143,160,70,67
FRA1TMNT1/130428,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130428?gameHash=fc02d82756b376e1,NA CS,2014,Spring,0,2014-03-10 02:04:34,3,,100,Blue,team,,,Team LoLPro,oe:team:81b87e5a9643fc160041020ace83cae,,86.0,71.0,27.0,,,2158,0,7,17,18,7,17,0,0,0,0,0,,,,0.1946,0.6673,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,,,0,1,54589,1517.7665,,3096.645,0.0,93,2.5857,20,0.5561,8,0,0.0,50750,28729,798.7674,,46315,-0.112769,,830,112,98,14,26.1909,12544,17070,270,13991,17806,239,-1447,-736,31,0,0,4,4,7,0,18917,26495,420,21171,28396,386,-2254,-1901,34,1,3,5,5,8,1,132,66,65,118,80
FRA1TMNT1/130457,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130457?gameHash=ed71a2b6a77c38fd,EU CS,2014,Spring,0,2014-03-12 17:47:22,1,,200,Red,team,,,Reason Gaming,oe:team:9406a589875b3af59a840ed9674126f,,65.0,56.0,71.0,,,2728,1,26,12,62,26,12,3,0,0,0,0,,,,0.5718,0.8358,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,0.0,11.0,6.0,0.0,0.0,,,3,0,116583,2564.1422,,3003.4311,0.0,115,2.5293,25,0.5499,9,0,0.0,84601,57165,1257.2947,,78308,0.184384,,1050,224,177,47,28.0205,14021,18009,275,13061,17451,257,960,558,18,2,4,2,2,2,2,21140,28880,454,20803,28164,444,337,716,10,3,6,2,2,2,3,115,66,124,70,130
FRA1TMNT1/130457,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130457?gameHash=ed71a2b6a77c38fd,EU CS,2014,Spring,0,2014-03-12 17:47:22,1,,100,Blue,team,,,MOUZ,oe:team:f98a0a60c7cef97a7b0a27fd278abf4,,149.0,153.0,103.0,,,2728,0,12,26,26,12,26,0,0,0,0,1,,,,0.2639,0.8358,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,1.0,6.0,11.0,1.0,1.0,,,0,3,93675,2060.3006,,3177.6026,0.0,135,2.9692,23,0.5059,6,0,0.0,66398,38962,856.9355,,65088,-0.184384,,1065,176,164,12,27.2947,13061,17451,257,14021,18009,275,-960,-558,-18,2,2,2,2,4,2,20803,28164,444,21140,28880,454,-337,-716,-10,2,2,3,3,6,2,47,27,37,118,7
FRA1TMNT1/130460,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130460?gameHash=695a314f16aa0b2d,EU CS,2014,Spring,0,2014-03-12 18:57:25,2,,100,Blue,team,,,Reason Gaming,oe:team:9406a589875b3af59a840ed9674126f,,65.0,71.0,56.0,,,3084,1,25,19,59,25,19,3,1,0,0,0,,,,0.4864,0.856,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,2.0,1.0,11.0,5.0,0.0,0.0,,,5,0,131912,2566.3813,,3248.7549,0.0,105,2.0428,27,0.5253,9,0,0.0,82995,52177,1015.1167,,76832,-0.0211963,,1001,205,165,40,23.463,11994,17266,244,12492,15725,232,-498,1541,12,0,0,1,1,3,0,19140,27290,386,19590,26581,388,-450,709,-2,2,2,2,2,4,2,132,27,86,17,130
FRA1TMNT1/130460,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/130460?gameHash=695a314f16aa0b2d,EU CS,2014,Spring,0,2014-03-12 18:57:25,2,,200,Red,team,,,MOUZ,oe:team:f98a0a60c7cef97a7b0a27fd278abf4,,103.0,149.0,153.0,,,3084,0,19,25,44,19,25,3,0,0,0,1,,,,0.3696,0.856,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,1.0,0.0,5.0,11.0,1.0,1.0,,,0,5,120331,2341.07,,3270.3307,0.0,152,2.9572,20,0.3891,6,0,0.0,82261,51443,1000.8366,,78478,0.0211963,,1144,174,147,27,25.642,12492,15725,232,11994,17266,244,498,-1541,-12,1,3,0,0,0,1,19590,26581,388,19140,27290,386,450,-709,2,2,4,2,2,2,2,47,66,37,118,7
